,ID,PROJECT_NAME,NAME,DURATION,CREATED,STARTED_BY,PASSED,FAILED,SKIPPED,BROKEN
188,8561,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #91,10.367750000000001,2023-02-14 01:04:44,system,18,6,247,0
189,8519,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #90,9.176266666666667,2023-02-13 01:04:35,system,19,5,247,0
190,8510,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #89,9.28885,2023-02-12 01:04:30,system,19,5,245,0
191,8501,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #88,11.016383333333332,2023-02-11 01:04:43,system,17,7,247,0
192,8468,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #87,9.169416666666667,2023-02-10 01:04:48,system,19,5,246,0
193,8441,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #86,9.203283333333333,2023-02-09 01:04:33,system,19,5,247,0
194,8402,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #85,9.122433333333333,2023-02-08 01:04:55,system,19,5,247,0
195,8354,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #84,9.2032,2023-02-07 01:04:30,system,19,5,246,0
196,8320,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #83,9.1549,2023-02-06 01:04:27,system,19,5,245,0
197,8310,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #82,9.57085,2023-02-05 01:04:39,system,19,5,247,0
198,8301,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #81,9.255933333333333,2023-02-04 01:04:36,system,19,5,245,0
199,8269,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #80,9.235433333333333,2023-02-03 01:04:42,system,19,5,247,0
200,8237,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #79,9.153233333333333,2023-02-02 01:04:45,system,19,5,245,0
201,8180,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #78,9.091616666666665,2023-02-01 01:04:28,system,19,5,247,0
202,8126,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #77,9.235966666666666,2023-01-31 01:04:45,system,19,5,247,0
203,8088,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #76,9.258283333333333,2023-01-30 01:04:44,system,20,4,247,0
204,8078,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #75,11.211583333333333,2023-01-29 01:04:37,system,18,6,247,0
205,8067,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #74,9.176733333333335,2023-01-28 01:04:44,system,20,4,246,0
206,8012,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #73,9.343483333333333,2023-01-27 01:04:45,system,20,4,247,0
207,7979,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #72,9.189766666666666,2023-01-26 01:06:23,system,19,5,247,0
208,7949,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #71,9.171933333333333,2023-01-25 01:04:25,system,19,5,247,0
209,7911,Customers: Web Uzum,KazanExpress/uz-auto-tests - Run Customers Tests #test #70,9.066333333333334,2023-01-24 01:04:37,system,20,4,247,0
210,8745,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #13,33.79781666666666,2023-02-20 10:17:16,system,8,114,1,9
211,8535,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #12,34.814150000000005,2023-02-13 10:14:47,system,9,108,1,14
212,8332,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #11,32.86613333333334,2023-02-06 10:15:39,system,9,114,1,8
213,8106,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #10,36.27596666666667,2023-01-30 10:14:52,system,9,114,1,8
214,7867,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #9,35.33723333333333,2023-01-23 10:19:17,system,9,107,1,15
215,7634,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #8,38.65506666666667,2023-01-16 10:15:52,system,9,113,1,9
216,7368,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #7,34.67086666666667,2023-01-09 10:19:35,system,8,112,1,11
217,7283,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #6,34.8971,2023-01-02 10:16:54,system,9,115,1,7
218,7073,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #5,10080.086783333334,2022-12-26 10:10:57,system,0,0,0,0
219,6868,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #4,35.361666666666665,2022-12-19 10:10:52,system,8,116,1,7
220,6623,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #3,35.11966666666667,2022-12-12 10:03:53,system,9,115,1,7
221,6340,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #2,37.9089,2022-12-05 10:31:55,system,8,107,1,16
222,6140,Sellers: Web Uzum Archive ,KazanExpress/uz-auto-tests - Run Sellers Tests #test #1,10080.223483333333,2022-11-28 10:01:19,system,9,65,1,2
223,8804,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #21,14.773783333333334,2023-02-21 16:49:13,system,10,140,1,0
224,8742,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #20,13.600599999999998,2023-02-20 10:03:12,system,10,140,1,0
225,8534,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #19,11.01515,2023-02-13 10:03:18,system,10,140,1,0
226,8331,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #18,12.098566666666667,2023-02-06 10:03:04,system,10,140,1,0
227,8104,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #17,11.289766666666667,2023-01-30 10:03:04,system,10,140,1,0
228,7865,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #16,15.618483333333334,2023-01-23 10:03:09,system,10,140,1,0
229,7633,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #15,9.550383333333334,2023-01-16 10:05:50,system,0,150,1,0
230,7367,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #14,16.106733333333334,2023-01-09 10:02:59,system,0,150,1,0
231,7282,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #13,13.231416666666666,2023-01-02 10:03:11,system,0,150,1,0
232,7072,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #12,7.302316666666667,2022-12-26 10:03:10,system,11,139,1,0
233,6867,ERP Uzum: Web,KazanExpress/uz-auto-tests - Run ERP Tests #test #11,7.4665,2022-12-19 10:02:55,system,8,142,1,0
